0,17299
1,17420
2,17324
3,17662
4,17953
5,18722
6,18448
7,18272
8,18324
9,18695
10,18661
11,19346
12,18498
13,18406
14,18015
15,18470
16,18043
17,18485
18,18278
19,18534
20,18973
21,18784
22,18573
23,19469
24,17951
25,18247
26,19213
27,19897
28,16817
29,16822
30,16315
31,16275
32,16256
33,16440
34,16234
35,16870
36,15994
37,16184
38,15972
39,16377
40,16029
41,15976
42,15798
43,15994
44,15662
45,15672
46,15677
47,16088
48,15846
49,15714
50,15869
51,16155
52,15752
53,15972
54,16026
55,16122
56,15965
57,16299
58,16571
59,17027
60,16532
61,16002
62,16185
63,16528
64,16101
65,16413
66,16332
67,16513
68,16608
69,16719
70,16828
71,17152
72,16734
73,16713
74,16876
75,17201
76,17033
77,17304
78,17532
79,17826
80,17463
81,17923
82,17981
83,19006
84,18032
85,18591
86,18662
87,19155
88,19038
89,19655
90,19794
91,19676
92,20499
93,20711
94,21014
95,22087
96,21487
97,21547
98,21990
99,22274
100,22218
101,22977
102,23211
103,23255
104,23636
105,23314
106,23076
107,24524
108,21448
109,21000
110,20992
111,20811
112,20650
113,20890
114,20555
115,20576
116,20338
117,20016
118,20177
119,20479
120,19608
121,19415
122,19616
123,19239
124,19302
125,19363
126,18502
127,18398
128,18164
129,18261
130,17911
131,18029
132,16871
133,16718
134,16505
135,16263
136,16260
137,16158
138,15631
139,15703
140,15496
141,15490
142,14789
143,15711
144,14533
145,14186
146,14488
147,14141
148,14297
149,13652
150,13856
151,13261
152,13529
153,13517
154,13187
155,13661
156,12693
157,12699
158,12996
159,12747
160,12456
161,12458
162,11930
163,11729
164,12036
165,12068
166,11958
167,12476
168,11671
169,11254
170,11276
171,11513
172,11301
173,11609
174,11088
175,11066
176,11133
177,11199
178,11140
179,11692
180,11019
181,11180
182,11268
183,11333
184,11355
185,11716
186,11723
187,11365
188,11645
189,11703
190,11779
191,12104
192,11219
193,11346
194,11207
195,11256
196,11343
197,11407
198,11457
199,11567
200,11769
201,11785
202,12007
203,12369
204,11794
205,12027
206,12092
207,12305
208,12461
209,12281
210,12583
211,13060
212,13026
213,13430
214,13354
215,13896
216,13111
217,13507
218,13711
219,14159
220,14345
221,14305
222,14794
223,14737
224,14782
225,15363
226,15136
227,15945
228,15481
229,15766
230,15903
231,15904
232,15995
233,16327
234,16410
235,16761
236,16606
237,17034
238,17137
239,18031
240,16996
241,17200
242,17273
243,17050
244,17420
245,17703
246,17307
247,17254
248,17621
249,17646
250,17284
251,18323
252,17222
253,17268
254,17183
255,17161
256,17214
257,17031
258,16863
259,16739
260,16709
261,16870
262,16792
263,17269
264,16782
265,16882
266,17175
267,17584
268,16712
269,16819
270,16902
271,16488
272,16659
273,16560
274,16576
275,17524
276,16149
277,16154
278,15998
279,16071
280,16068
281,16226
282,15696
283,15634
284,15670
285,15970
286,15968
287,16668
288,15784
289,15787
290,15679
291,15794
292,15858
293,15820
294,15588
295,15504
296,15551
297,15568
298,15928
299,16735
300,14960
301,15022
302,15493
303,15437
304,15357
305,15170
306,14973
307,14872
308,14506
309,14768
310,14805
311,15342
312,14691
313,14555
314,14584
315,14694
316,14847
317,14978
318,14703
319,14569
320,14399
321,14513
322,14566
323,15005
324,14514
325,14480
326,14323
327,14592
328,14301
329,14580
330,14354
331,14488
332,14455
333,14498
334,14557
335,14993
336,14330
337,14581
338,14626
339,15004
340,14779
341,15015
342,14686
343,15119
344,15026
345,15411
346,15330
347,16154
348,15405
349,15532
350,15867
351,15890
352,15607
353,16339
354,15703
355,16118
356,16395
357,16759
358,16318
359,16867
360,16735
361,17046
362,17394
363,17408
364,17580
365,17757
366,17743
367,18322
368,18595
369,18609
370,19146
371,19441
372,18691
373,19006
374,18725
375,19226
376,19469
377,19444
378,19977
379,19637
380,20023
381,20310
382,20589
383,21352
384,20609
385,20215
386,21000
387,20653
388,20640
389,21117
390,20711
391,21208
392,20968
393,21287
394,21350
395,22185
396,20898
397,20671
398,20876
399,20782
400,20360
401,20150
402,19669
403,19801
404,19736
405,19378
406,19327
407,19919
408,19214
409,18683
410,18737
411,18686
412,18640
413,18522
414,17738
415,17636
416,17900
417,18085
418,17691
419,17459
420,16463
421,16512
422,16544
423,16220
424,16313
425,16114
426,15766
427,15600
428,15432
429,15508
430,14988
431,15719
432,14659
433,14245
434,14499
435,14108
436,13885
437,13810
438,13367
439,13134
440,12967
441,12993
442,13192
443,13463
444,12677
445,12341
446,12240
447,12323
448,12329
449,12227
450,11887
451,11861
452,11692
453,11915
454,11573
455,12101
456,11348
457,11162
458,11281
459,11634
460,11328
461,11275
462,11002
463,11139
464,10944
465,11043
466,10881
467,11186
468,10761
469,10643
470,10651
471,10657
472,10507
473,10819
474,10471
475,10553
476,10389
477,10588
478,10698
479,11409
480,10650
481,10618
482,10706
483,10904
484,10851
485,10800
486,11055
487,11042
488,11178
489,11259
490,11246
491,11515
492,11209
493,11314
494,11604
495,11669
496,11751
497,12094
498,11803
499,12364
500,12457
501,12461
502,12477
503,13172
504,13009
505,12697
506,12874
507,13443
508,13390
509,13867
510,13749
511,14044
512,14339
513,14416
514,14442
515,15212
516,14696
517,15165
518,15630
519,15590
520,15543
521,15842
522,15443
523,15798
524,16519
525,16660
526,16306
527,17032
528,16465
529,16710
530,16593
531,16666
532,16877
533,17105
534,17147
535,16946
536,16816
537,17279
538,17097
539,18389
540,17205
541,17819
542,17398
543,17143
544,16945
545,17418
546,17387
547,17319
548,17435
549,17917
550,19204
551,17711
552,17547
553,17612
554,18660
555,17291
556,16778
557,16924
558,16356
559,16393
560,16279
561,16184
562,15955
563,16831
564,16112
565,16171
566,16272
567,16073
568,16108
569,16239
570,16069
571,16046
572,15782
573,16163
574,16110
575,16480
576,15524
577,15669
578,15817
579,15932
580,15576
581,15887
582,15973
583,16029
584,16029
585,15870
586,15819
587,16674
588,15761
589,15841
590,16179
591,15867
592,15499
593,15805
594,15133
595,15329
596,15157
597,14881
598,15162
599,15708
600,14703
601,14793
602,14722
603,15105
604,15004
605,15262
606,15000
607,15303
608,15810
609,15958
610,15842
611,15894
612,15140
613,14706
614,14794
615,14983
616,14883
617,14778
618,14707
619,14763
620,14654
621,14777
622,14717
623,15470
624,14624
625,14746
626,14738
627,14895
628,15087
629,15342
630,14991
631,14894
632,15282
633,15640
634,15470
635,16179
636,15484
637,15735
638,15620
639,15843
640,16157
641,16285
642,16109
643,16177
644,16621
645,16515
646,16431
647,16900
648,16984
649,17149
650,17407
651,17458
652,17548
653,17427
654,18094
655,17755
656,18285
657,18329
658,18502
659,19361
660,18670
661,19054
662,19423
663,19607
664,20596
665,21102
666,21049
667,21063
668,20757
669,20644
670,20589
671,21581
672,20815
673,21016
674,20889
675,21155
676,21241
677,21727
678,21596
679,21210
680,21707
681,22058
682,22485
683,23325
684,21672
685,21525
686,21684
687,21631
688,21053
689,21614
690,21376
691,21361
692,20989
693,20997
694,20719
695,20940
696,19908
697,19672
698,19468
699,19296
700,19127
701,18872
702,18534
703,18102
704,18055
705,18391
706,17775
707,18328
708,17151
709,17015
710,17366
711,17355
712,17344
713,17134
714,16767
715,16401
716,16151
717,16269
718,15912
719,16563
720,15589
721,15634
722,14947
723,14825
724,14745
725,14696
726,14263
727,13831
728,13783
729,13769
730,13456
731,14094
732,13127
733,13069
734,12795
735,12523
736,12911
737,12711
738,12548
739,11941
740,12085
741,11929
742,11917
743,12283
744,11438
745,11450
746,11379
747,11201
748,11397
749,11126
750,10768
751,10734
752,11059
753,11327
754,10986
755,11574
756,10672
757,10762
758,10846
759,10895
760,10634
761,10933
762,10501
763,10858
764,10850
765,10816
766,10680
767,11355
768,11059
769,10864
770,10984
771,11060
772,11073
773,11185
774,11312
775,11318
776,11303
777,11564
778,11696
779,12102
780,11875
781,11637
782,11773
783,12176
784,12071
785,12380
786,12322
787,12649
788,12597
789,12692
790,12583
791,13373
792,13180
793,13014
794,13284
795,13256
796,13480
797,13683
798,13928
799,14179
800,14294
801,14518
802,14670
803,15204
804,15031
805,15443
806,15671
807,15777
808,16125
809,16085
810,16516
811,16598
812,16961
813,17428
814,17383
815,18418
816,17680
817,17547
818,18025
819,18138
820,18058
821,18479
822,18181
823,18302
824,18333
825,18579
826,18254
827,19656
828,18231
829,17885
830,18417
831,18056
832,18407
833,18274
834,18314
835,17440
836,17106
837,17778
838,17882
839,19202
840,17763
841,17748
842,17591
843,17683
844,17851
845,17431
846,17570
847,17602
848,17241
849,17528
850,17471
851,18249
852,17591
853,17642
854,17007
855,16947
856,17010
857,16739
858,16281
859,16508
860,16608
861,16401
862,16452
863,17144
864,16189
865,16358
866,16134
867,16437
868,16202
869,16621
870,16333
871,16221
872,16436
873,16656
874,16584
875,17275
876,16037
877,15868
878,15961
879,16016
880,15671
881,16098
882,15720
883,15735
884,15578
885,15680
886,15662
887,16684
888,15326
889,15308
890,15355
891,15558
892,15184
893,15213
894,15437
895,15153
896,15118
897,15135
898,15067
899,15619
900,15070
901,15187
902,15417
903,15164
904,14743
905,15190
906,14879
907,14694
908,14784
909,14800
910,14741
911,15751
912,14778
913,14752
914,15162
915,15310
916,14978
917,15235
918,14842
919,15277
920,15454
921,15352
922,15272
923,16104
924,15580
925,15514
926,15530
927,15702
928,15452
929,15598
930,15640
931,15745
932,16201
933,16045
934,16164
935,16996
936,16639
937,16764
938,16675
939,17212
940,17860
941,18200
942,17494
943,17475
944,17579
945,17927
946,18102
947,19191
948,17898
949,18292
950,18604
951,18790
952,18899
953,19315
954,19212
955,19268
956,19645
957,20034
958,19988
959,20987
960,19946
961,19953
962,20297
963,20658
964,20473
965,20509
966,20809
967,20976
968,21054
969,21516
970,21263
971,22508
972,21279
973,21235
974,21273
975,21196
976,21222
977,21584
978,20949
979,20740
980,20918
981,20527
982,20585
983,21257
984,20138
985,19877
986,19761
987,19765
988,19511
989,19534
990,19039
991,18878
992,18972
993,19025
994,18692
995,18964
996,17884
997,17418
998,17476
999,17567
1000,17198
1001,17367
1002,17021
1003,16530
1004,16428
1005,16040
1006,15821
1007,16830
1008,15571
1009,15020
1010,15044
1011,14978
1012,14491
1013,14396
1014,14127
1015,13837
1016,13499
